subject,experiment,session,original_name,truncated_name,original_length
R1231M,PAL1,0,RP-THAL13-RP-THAL14,RP-TH13-RP-TH14,19
R1231M,PAL1,0,RP-THAL14-RP-THAL15,RP-TH14-RP-TH15,19
R1231M,PAL1,0,RP-THAL15-RP-THAL16,RP-TH15-RP-TH16,19
R1231M,catFR1,0,RP-THAL1-RP-THAL2,RP-THA1-RP-THA2,17
R1231M,catFR1,0,RP-THAL2-RP-THAL3,RP-THA2-RP-THA3,17
R1231M,catFR1,0,RP-THAL3-RP-THAL4,RP-THA3-RP-THA4,17
R1231M,catFR1,0,RP-THAL4-RP-THAL5,RP-THA4-RP-THA5,17
R1231M,catFR1,0,RP-THAL5-RP-THAL6,RP-THA5-RP-THA6,17
R1231M,catFR1,0,RP-THAL6-RP-THAL7,RP-THA6-RP-THA7,17
R1231M,catFR1,0,RP-THAL7-RP-THAL8,RP-THA7-RP-THA8,17
R1231M,catFR1,0,RP-THAL8-RP-THAL9,RP-THA8-RP-THA9,17
R1231M,catFR1,0,RP-THAL9-RP-THAL10,RP-THA9-RP-TH10,18
R1231M,catFR1,0,RP-THAL10-RP-THAL11,RP-TH10-RP-TH11,19
R1231M,catFR1,0,RP-THAL11-RP-THAL12,RP-TH11-RP-TH12,19
R1231M,catFR1,0,RP-THAL12-RP-THAL13,RP-TH12-RP-TH13,19
R1231M,catFR1,0,RP-THAL13-RP-THAL14,RP-TH13-RP-TH14,19
R1231M,catFR1,0,RP-THAL14-RP-THAL15,RP-TH14-RP-TH15,19
R1231M,catFR1,0,RP-THAL15-RP-THAL16,RP-TH15-RP-TH16,19
R1320D,FR1,0,RAHDMICRO1-RAHDMICRO2,RAHDMI1-RAHDMI2,21
R1320D,FR1,0,RAHDMICRO2-RAHDMICRO3,RAHDMI2-RAHDMI3,21
R1320D,FR1,0,RAHDMICRO3-RAHDMICRO4,RAHDMI3-RAHDMI4,21
R1320D,FR1,0,RAHDMICRO4-RAHDMICRO5,RAHDMI4-RAHDMI5,21
R1320D,FR1,0,RAHDMICRO5-RAHDMICRO6,RAHDMI5-RAHDMI6,21
R1320D,FR1,0,RAHDMICRO6-RAHDMICRO7,RAHDMI6-RAHDMI7,21
R1320D,FR1,0,RAHDMICRO7-RAHDMICRO8,RAHDMI7-RAHDMI8,21
R1320D,FR1,0,RPHDMICRO1-RPHDMICRO2,RPHDMI1-RPHDMI2,21
R1320D,FR1,0,RPHDMICRO2-RPHDMICRO3,RPHDMI2-RPHDMI3,21
R1320D,FR1,0,RPHDMICRO3-RPHDMICRO4,RPHDMI3-RPHDMI4,21
R1320D,FR1,0,RPHDMICRO4-RPHDMICRO5,RPHDMI4-RPHDMI5,21
R1320D,FR1,0,RPHDMICRO5-RPHDMICRO6,RPHDMI5-RPHDMI6,21
R1320D,FR1,0,RPHDMICRO6-RPHDMICRO7,RPHDMI6-RPHDMI7,21
R1320D,FR1,0,RPHDMICRO7-RPHDMICRO8,RPHDMI7-RPHDMI8,21
R1320D,FR1,1,RAHDMICRO1-RAHDMICRO2,RAHDMI1-RAHDMI2,21
R1320D,FR1,1,RAHDMICRO2-RAHDMICRO3,RAHDMI2-RAHDMI3,21
R1320D,FR1,1,RAHDMICRO3-RAHDMICRO4,RAHDMI3-RAHDMI4,21
R1320D,FR1,1,RAHDMICRO4-RAHDMICRO5,RAHDMI4-RAHDMI5,21
R1320D,FR1,1,RAHDMICRO5-RAHDMICRO6,RAHDMI5-RAHDMI6,21
R1320D,FR1,1,RAHDMICRO6-RAHDMICRO7,RAHDMI6-RAHDMI7,21
R1320D,FR1,1,RAHDMICRO7-RAHDMICRO8,RAHDMI7-RAHDMI8,21
R1320D,FR1,1,RPHDMICRO1-RPHDMICRO2,RPHDMI1-RPHDMI2,21
R1320D,FR1,1,RPHDMICRO2-RPHDMICRO3,RPHDMI2-RPHDMI3,21
R1320D,FR1,1,RPHDMICRO3-RPHDMICRO4,RPHDMI3-RPHDMI4,21
R1320D,FR1,1,RPHDMICRO4-RPHDMICRO5,RPHDMI4-RPHDMI5,21
R1320D,FR1,1,RPHDMICRO5-RPHDMICRO6,RPHDMI5-RPHDMI6,21
R1320D,FR1,1,RPHDMICRO6-RPHDMICRO7,RPHDMI6-RPHDMI7,21
R1320D,FR1,1,RPHDMICRO7-RPHDMICRO8,RPHDMI7-RPHDMI8,21
R1320D,catFR1,0,RAHDMICRO1-RAHDMICRO2,RAHDMI1-RAHDMI2,21
R1320D,catFR1,0,RAHDMICRO2-RAHDMICRO3,RAHDMI2-RAHDMI3,21
R1320D,catFR1,0,RAHDMICRO3-RAHDMICRO4,RAHDMI3-RAHDMI4,21
R1320D,catFR1,0,RAHDMICRO4-RAHDMICRO5,RAHDMI4-RAHDMI5,21
R1320D,catFR1,0,RAHDMICRO5-RAHDMICRO6,RAHDMI5-RAHDMI6,21
R1320D,catFR1,0,RAHDMICRO6-RAHDMICRO7,RAHDMI6-RAHDMI7,21
R1320D,catFR1,0,RAHDMICRO7-RAHDMICRO8,RAHDMI7-RAHDMI8,21
R1320D,catFR1,0,RPHDMICRO1-RPHDMICRO2,RPHDMI1-RPHDMI2,21
R1320D,catFR1,0,RPHDMICRO2-RPHDMICRO3,RPHDMI2-RPHDMI3,21
R1320D,catFR1,0,RPHDMICRO3-RPHDMICRO4,RPHDMI3-RPHDMI4,21
R1320D,catFR1,0,RPHDMICRO4-RPHDMICRO5,RPHDMI4-RPHDMI5,21
R1320D,catFR1,0,RPHDMICRO5-RPHDMICRO6,RPHDMI5-RPHDMI6,21
R1320D,catFR1,0,RPHDMICRO6-RPHDMICRO7,RPHDMI6-RPHDMI7,21
R1320D,catFR1,0,RPHDMICRO7-RPHDMICRO8,RPHDMI7-RPHDMI8,21
R1320D,catFR1,1,RAHDMICRO1-RAHDMICRO2,RAHDMI1-RAHDMI2,21
R1320D,catFR1,1,RAHDMICRO2-RAHDMICRO3,RAHDMI2-RAHDMI3,21
R1320D,catFR1,1,RAHDMICRO3-RAHDMICRO4,RAHDMI3-RAHDMI4,21
R1320D,catFR1,1,RAHDMICRO4-RAHDMICRO5,RAHDMI4-RAHDMI5,21
R1320D,catFR1,1,RAHDMICRO5-RAHDMICRO6,RAHDMI5-RAHDMI6,21
R1320D,catFR1,1,RAHDMICRO6-RAHDMICRO7,RAHDMI6-RAHDMI7,21
R1320D,catFR1,1,RAHDMICRO7-RAHDMICRO8,RAHDMI7-RAHDMI8,21
R1320D,catFR1,1,RPHDMICRO1-RPHDMICRO2,RPHDMI1-RPHDMI2,21
R1320D,catFR1,1,RPHDMICRO2-RPHDMICRO3,RPHDMI2-RPHDMI3,21
R1320D,catFR1,1,RPHDMICRO3-RPHDMICRO4,RPHDMI3-RPHDMI4,21
R1320D,catFR1,1,RPHDMICRO4-RPHDMICRO5,RPHDMI4-RPHDMI5,21
R1320D,catFR1,1,RPHDMICRO5-RPHDMICRO6,RPHDMI5-RPHDMI6,21
R1320D,catFR1,1,RPHDMICRO6-RPHDMICRO7,RPHDMI6-RPHDMI7,21
R1320D,catFR1,1,RPHDMICRO7-RPHDMICRO8,RPHDMI7-RPHDMI8,21
R1320D,catFR1,2,RAHDMICRO1-RAHDMICRO2,RAHDMI1-RAHDMI2,21
R1320D,catFR1,2,RAHDMICRO2-RAHDMICRO3,RAHDMI2-RAHDMI3,21
R1320D,catFR1,2,RAHDMICRO3-RAHDMICRO4,RAHDMI3-RAHDMI4,21
R1320D,catFR1,2,RAHDMICRO4-RAHDMICRO5,RAHDMI4-RAHDMI5,21
R1320D,catFR1,2,RAHDMICRO5-RAHDMICRO6,RAHDMI5-RAHDMI6,21
R1320D,catFR1,2,RAHDMICRO6-RAHDMICRO7,RAHDMI6-RAHDMI7,21
R1320D,catFR1,2,RAHDMICRO7-RAHDMICRO8,RAHDMI7-RAHDMI8,21
R1320D,catFR1,2,RPHDMICRO1-RPHDMICRO2,RPHDMI1-RPHDMI2,21
R1320D,catFR1,2,RPHDMICRO2-RPHDMICRO3,RPHDMI2-RPHDMI3,21
R1320D,catFR1,2,RPHDMICRO3-RPHDMICRO4,RPHDMI3-RPHDMI4,21
R1320D,catFR1,2,RPHDMICRO4-RPHDMICRO5,RPHDMI4-RPHDMI5,21
R1320D,catFR1,2,RPHDMICRO5-RPHDMICRO6,RPHDMI5-RPHDMI6,21
R1320D,catFR1,2,RPHDMICRO6-RPHDMICRO7,RPHDMI6-RPHDMI7,21
R1320D,catFR1,2,RPHDMICRO7-RPHDMICRO8,RPHDMI7-RPHDMI8,21
R1368T,FR1,0,LBMicro1-LBMicro2,LBMicr1-LBMicr2,17
R1368T,FR1,0,LBMicro2-LBMicro3,LBMicr2-LBMicr3,17
R1368T,FR1,0,LBMicro3-LBMicro4,LBMicr3-LBMicr4,17
R1368T,FR1,0,LBMicro4-LBMicro5,LBMicr4-LBMicr5,17
R1368T,FR1,0,LBMicro5-LBMicro6,LBMicr5-LBMicr6,17
R1368T,FR1,0,LBMicro6-LBMicro7,LBMicr6-LBMicr7,17
R1368T,FR1,0,LBMicro7-LBMicro8,LBMicr7-LBMicr8,17
R1368T,FR1,0,LBMicro8-LBMicro1,LBMicr8-LBMicr1,17
R1368T,catFR1,0,LBMicro1-LBMicro2,LBMicr1-LBMicr2,17
R1368T,catFR1,0,LBMicro2-LBMicro3,LBMicr2-LBMicr3,17
R1368T,catFR1,0,LBMicro3-LBMicro4,LBMicr3-LBMicr4,17
R1368T,catFR1,0,LBMicro4-LBMicro5,LBMicr4-LBMicr5,17
R1368T,catFR1,0,LBMicro5-LBMicro6,LBMicr5-LBMicr6,17
R1368T,catFR1,0,LBMicro6-LBMicro7,LBMicr6-LBMicr7,17
R1368T,catFR1,0,LBMicro7-LBMicro8,LBMicr7-LBMicr8,17
R1368T,catFR1,0,LBMicro8-LBMicro1,LBMicr8-LBMicr1,17
R1383J,FR1,0,RSTCTWO1-RSTCTWO2,RSTCTW1-RSTCTW2,17
R1383J,FR1,0,RSTCTWO2-RSTCTWO3,RSTCTW2-RSTCTW3,17
R1383J,FR1,0,RSTCTWO3-RSTCTWO4,RSTCTW3-RSTCTW4,17
R1383J,FR1,0,RSTCTWO4-RSTCTWO5,RSTCTW4-RSTCTW5,17
R1383J,FR1,0,RSTCTWO5-RSTCTWO6,RSTCTW5-RSTCTW6,17
R1383J,FR1,0,RSTCTWO6-RSTCTWO7,RSTCTW6-RSTCTW7,17
R1383J,FR1,0,RSTCTWO7-RSTCTWO8,RSTCTW7-RSTCTW8,17
R1383J,FR1,0,RSTCTWO8-RSTCTWO9,RSTCTW8-RSTCTW9,17
R1383J,FR1,0,RSTCTWO9-RSTCTWO10,RSTCTW9-RSTCT10,18
R1383J,FR1,0,RSTCTWO10-RSTCTWO1,RSTCT10-RSTCTW1,18
R1383J,FR1,0,RSTGTWO1-RSTGTWO2,RSTGTW1-RSTGTW2,17
R1383J,FR1,0,RSTGTWO2-RSTGTWO3,RSTGTW2-RSTGTW3,17
R1383J,FR1,0,RSTGTWO3-RSTGTWO4,RSTGTW3-RSTGTW4,17
R1383J,FR1,0,RSTGTWO4-RSTGTWO5,RSTGTW4-RSTGTW5,17
R1383J,FR1,0,RSTGTWO5-RSTGTWO6,RSTGTW5-RSTGTW6,17
R1383J,FR1,0,RSTGTWO6-RSTGTWO7,RSTGTW6-RSTGTW7,17
R1383J,FR1,0,RSTGTWO7-RSTGTWO8,RSTGTW7-RSTGTW8,17
R1383J,FR1,0,RSTGTWO8-RSTGTWO9,RSTGTW8-RSTGTW9,17
R1383J,FR1,0,RSTGTWO9-RSTGTWO10,RSTGTW9-RSTGT10,18
R1383J,FR1,0,RSTGTWO10-RSTGTWO1,RSTGT10-RSTGTW1,18
R1383J,catFR1,1,RSTCTWO1-RSTCTWO2,RSTCTW1-RSTCTW2,17
R1383J,catFR1,1,RSTCTWO2-RSTCTWO3,RSTCTW2-RSTCTW3,17
R1383J,catFR1,1,RSTCTWO3-RSTCTWO4,RSTCTW3-RSTCTW4,17
R1383J,catFR1,1,RSTCTWO4-RSTCTWO5,RSTCTW4-RSTCTW5,17
R1383J,catFR1,1,RSTCTWO5-RSTCTWO6,RSTCTW5-RSTCTW6,17
R1383J,catFR1,1,RSTCTWO6-RSTCTWO7,RSTCTW6-RSTCTW7,17
R1383J,catFR1,1,RSTCTWO7-RSTCTWO8,RSTCTW7-RSTCTW8,17
R1383J,catFR1,1,RSTCTWO8-RSTCTWO9,RSTCTW8-RSTCTW9,17
R1383J,catFR1,1,RSTCTWO9-RSTCTWO10,RSTCTW9-RSTCT10,18
R1383J,catFR1,1,RSTCTWO10-RSTCTWO1,RSTCT10-RSTCTW1,18
R1383J,catFR1,1,RSTGTWO1-RSTGTWO2,RSTGTW1-RSTGTW2,17
R1383J,catFR1,1,RSTGTWO2-RSTGTWO3,RSTGTW2-RSTGTW3,17
R1383J,catFR1,1,RSTGTWO3-RSTGTWO4,RSTGTW3-RSTGTW4,17
R1383J,catFR1,1,RSTGTWO4-RSTGTWO5,RSTGTW4-RSTGTW5,17
R1383J,catFR1,1,RSTGTWO5-RSTGTWO6,RSTGTW5-RSTGTW6,17
R1383J,catFR1,1,RSTGTWO6-RSTGTWO7,RSTGTW6-RSTGTW7,17
R1383J,catFR1,1,RSTGTWO7-RSTGTWO8,RSTGTW7-RSTGTW8,17
R1383J,catFR1,1,RSTGTWO8-RSTGTWO9,RSTGTW8-RSTGTW9,17
R1383J,catFR1,1,RSTGTWO9-RSTGTWO10,RSTGTW9-RSTGT10,18
R1383J,catFR1,1,RSTGTWO10-RSTGTWO1,RSTGT10-RSTGTW1,18
R1383J,catFR1,2,RSTCTWO1-RSTCTWO2,RSTCTW1-RSTCTW2,17
R1383J,catFR1,2,RSTCTWO2-RSTCTWO3,RSTCTW2-RSTCTW3,17
R1383J,catFR1,2,RSTCTWO3-RSTCTWO4,RSTCTW3-RSTCTW4,17
R1383J,catFR1,2,RSTCTWO4-RSTCTWO5,RSTCTW4-RSTCTW5,17
R1383J,catFR1,2,RSTCTWO5-RSTCTWO6,RSTCTW5-RSTCTW6,17
R1383J,catFR1,2,RSTCTWO6-RSTCTWO7,RSTCTW6-RSTCTW7,17
R1383J,catFR1,2,RSTCTWO7-RSTCTWO8,RSTCTW7-RSTCTW8,17
R1383J,catFR1,2,RSTCTWO8-RSTCTWO9,RSTCTW8-RSTCTW9,17
R1383J,catFR1,2,RSTCTWO9-RSTCTWO10,RSTCTW9-RSTCT10,18
R1383J,catFR1,2,RSTCTWO10-RSTCTWO1,RSTCT10-RSTCTW1,18
R1383J,catFR1,2,RSTGTWO1-RSTGTWO2,RSTGTW1-RSTGTW2,17
R1383J,catFR1,2,RSTGTWO2-RSTGTWO3,RSTGTW2-RSTGTW3,17
R1383J,catFR1,2,RSTGTWO3-RSTGTWO4,RSTGTW3-RSTGTW4,17
R1383J,catFR1,2,RSTGTWO4-RSTGTWO5,RSTGTW4-RSTGTW5,17
R1383J,catFR1,2,RSTGTWO5-RSTGTWO6,RSTGTW5-RSTGTW6,17
R1383J,catFR1,2,RSTGTWO6-RSTGTWO7,RSTGTW6-RSTGTW7,17
R1383J,catFR1,2,RSTGTWO7-RSTGTWO8,RSTGTW7-RSTGTW8,17
R1383J,catFR1,2,RSTGTWO8-RSTGTWO9,RSTGTW8-RSTGTW9,17
R1383J,catFR1,2,RSTGTWO9-RSTGTWO10,RSTGTW9-RSTGT10,18
R1383J,catFR1,2,RSTGTWO10-RSTGTWO1,RSTGT10-RSTGTW1,18
R1383J,catFR1,3,RSTCTWO1-RSTCTWO2,RSTCTW1-RSTCTW2,17
R1383J,catFR1,3,RSTCTWO2-RSTCTWO3,RSTCTW2-RSTCTW3,17
R1383J,catFR1,3,RSTCTWO3-RSTCTWO4,RSTCTW3-RSTCTW4,17
R1383J,catFR1,3,RSTCTWO4-RSTCTWO5,RSTCTW4-RSTCTW5,17
R1383J,catFR1,3,RSTCTWO5-RSTCTWO6,RSTCTW5-RSTCTW6,17
R1383J,catFR1,3,RSTCTWO6-RSTCTWO7,RSTCTW6-RSTCTW7,17
R1383J,catFR1,3,RSTCTWO7-RSTCTWO8,RSTCTW7-RSTCTW8,17
R1383J,catFR1,3,RSTCTWO8-RSTCTWO9,RSTCTW8-RSTCTW9,17
R1383J,catFR1,3,RSTCTWO9-RSTCTWO10,RSTCTW9-RSTCT10,18
R1383J,catFR1,3,RSTCTWO10-RSTCTWO1,RSTCT10-RSTCTW1,18
R1383J,catFR1,3,RSTGTWO1-RSTGTWO2,RSTGTW1-RSTGTW2,17
R1383J,catFR1,3,RSTGTWO2-RSTGTWO3,RSTGTW2-RSTGTW3,17
R1383J,catFR1,3,RSTGTWO3-RSTGTWO4,RSTGTW3-RSTGTW4,17
R1383J,catFR1,3,RSTGTWO4-RSTGTWO5,RSTGTW4-RSTGTW5,17
R1383J,catFR1,3,RSTGTWO5-RSTGTWO6,RSTGTW5-RSTGTW6,17
R1383J,catFR1,3,RSTGTWO6-RSTGTWO7,RSTGTW6-RSTGTW7,17
R1383J,catFR1,3,RSTGTWO7-RSTGTWO8,RSTGTW7-RSTGTW8,17
R1383J,catFR1,3,RSTGTWO8-RSTGTWO9,RSTGTW8-RSTGTW9,17
R1383J,catFR1,3,RSTGTWO9-RSTGTWO10,RSTGTW9-RSTGT10,18
R1383J,catFR1,3,RSTGTWO10-RSTGTWO1,RSTGT10-RSTGTW1,18
R1383J,catFR1,4,RSTCTWO1-RSTCTWO2,RSTCTW1-RSTCTW2,17
R1383J,catFR1,4,RSTCTWO2-RSTCTWO3,RSTCTW2-RSTCTW3,17
R1383J,catFR1,4,RSTCTWO3-RSTCTWO4,RSTCTW3-RSTCTW4,17
R1383J,catFR1,4,RSTCTWO4-RSTCTWO5,RSTCTW4-RSTCTW5,17
R1383J,catFR1,4,RSTCTWO5-RSTCTWO6,RSTCTW5-RSTCTW6,17
R1383J,catFR1,4,RSTCTWO6-RSTCTWO7,RSTCTW6-RSTCTW7,17
R1383J,catFR1,4,RSTCTWO7-RSTCTWO8,RSTCTW7-RSTCTW8,17
R1383J,catFR1,4,RSTCTWO8-RSTCTWO9,RSTCTW8-RSTCTW9,17
R1383J,catFR1,4,RSTCTWO9-RSTCTWO10,RSTCTW9-RSTCT10,18
R1383J,catFR1,4,RSTCTWO10-RSTCTWO1,RSTCT10-RSTCTW1,18
R1383J,catFR1,4,RSTGTWO1-RSTGTWO2,RSTGTW1-RSTGTW2,17
R1383J,catFR1,4,RSTGTWO2-RSTGTWO3,RSTGTW2-RSTGTW3,17
R1383J,catFR1,4,RSTGTWO3-RSTGTWO4,RSTGTW3-RSTGTW4,17
R1383J,catFR1,4,RSTGTWO4-RSTGTWO5,RSTGTW4-RSTGTW5,17
R1383J,catFR1,4,RSTGTWO5-RSTGTWO6,RSTGTW5-RSTGTW6,17
R1383J,catFR1,4,RSTGTWO6-RSTGTWO7,RSTGTW6-RSTGTW7,17
R1383J,catFR1,4,RSTGTWO7-RSTGTWO8,RSTGTW7-RSTGTW8,17
R1383J,catFR1,4,RSTGTWO8-RSTGTWO9,RSTGTW8-RSTGTW9,17
R1383J,catFR1,4,RSTGTWO9-RSTGTWO10,RSTGTW9-RSTGT10,18
R1383J,catFR1,4,RSTGTWO10-RSTGTWO1,RSTGT10-RSTGTW1,18
R1389J,catFR1,0,THREESC1-THREESC2,THREES1-THREES2,17
R1389J,catFR1,0,THREESC2-THREESC3,THREES2-THREES3,17
R1389J,catFR1,0,THREESC3-THREESC4,THREES3-THREES4,17
R1389J,catFR1,0,THREESC4-THREESC5,THREES4-THREES5,17
R1389J,catFR1,0,THREESC5-THREESC6,THREES5-THREES6,17
R1389J,catFR1,0,THREESC6-THREESC1,THREES6-THREES1,17
R1389J,catFR1,1,THREESC1-THREESC2,THREES1-THREES2,17
R1389J,catFR1,1,THREESC2-THREESC3,THREES2-THREES3,17
R1389J,catFR1,1,THREESC3-THREESC4,THREES3-THREES4,17
R1389J,catFR1,1,THREESC4-THREESC5,THREES4-THREES5,17
R1389J,catFR1,1,THREESC5-THREESC6,THREES5-THREES6,17
R1389J,catFR1,1,THREESC6-THREESC1,THREES6-THREES1,17
R1389J,catFR1,2,THREESC1-THREESC2,THREES1-THREES2,17
R1389J,catFR1,2,THREESC2-THREESC3,THREES2-THREES3,17
R1389J,catFR1,2,THREESC3-THREESC4,THREES3-THREES4,17
R1389J,catFR1,2,THREESC4-THREESC5,THREES4-THREES5,17
R1389J,catFR1,2,THREESC5-THREESC6,THREES5-THREES6,17
R1389J,catFR1,2,THREESC6-THREESC1,THREES6-THREES1,17
R1389J,catFR1,3,THREESC1-THREESC2,THREES1-THREES2,17
R1389J,catFR1,3,THREESC2-THREESC3,THREES2-THREES3,17
R1389J,catFR1,3,THREESC3-THREESC4,THREES3-THREES4,17
R1389J,catFR1,3,THREESC4-THREESC5,THREES4-THREES5,17
R1389J,catFR1,3,THREESC5-THREESC6,THREES5-THREES6,17
R1389J,catFR1,3,THREESC6-THREESC1,THREES6-THREES1,17
R1401J,FR1,0,OFCTWO10-OFCTWO11,OFCTW10-OFCTW11,17
R1401J,FR1,0,OFCTWO11-OFCTWO12,OFCTW11-OFCTW12,17
R1401J,FR1,0,OFCTWO12-OFCTWO13,OFCTW12-OFCTW13,17
R1401J,FR1,0,OFCTWO13-OFCTWO14,OFCTW13-OFCTW14,17
R1401J,FR1,0,OFCTWO14-OFCTWO15,OFCTW14-OFCTW15,17
R1401J,FR1,0,OFCTWO15-OFCTWO16,OFCTW15-OFCTW16,17
R1401J,catFR1,0,OFCTWO10-OFCTWO11,OFCTW10-OFCTW11,17
R1401J,catFR1,0,OFCTWO11-OFCTWO12,OFCTW11-OFCTW12,17
R1401J,catFR1,0,OFCTWO12-OFCTWO13,OFCTW12-OFCTW13,17
R1401J,catFR1,0,OFCTWO13-OFCTWO14,OFCTW13-OFCTW14,17
R1401J,catFR1,0,OFCTWO14-OFCTWO15,OFCTW14-OFCTW15,17
R1401J,catFR1,0,OFCTWO15-OFCTWO16,OFCTW15-OFCTW16,17
R1401J,catFR1,1,OFCTWO10-OFCTWO11,OFCTW10-OFCTW11,17
R1401J,catFR1,1,OFCTWO11-OFCTWO12,OFCTW11-OFCTW12,17
R1401J,catFR1,1,OFCTWO12-OFCTWO13,OFCTW12-OFCTW13,17
R1401J,catFR1,1,OFCTWO13-OFCTWO14,OFCTW13-OFCTW14,17
R1401J,catFR1,1,OFCTWO14-OFCTWO15,OFCTW14-OFCTW15,17
R1401J,catFR1,1,OFCTWO15-OFCTWO16,OFCTW15-OFCTW16,17
R1401J,catFR1,2,OFCTWO10-OFCTWO11,OFCTW10-OFCTW11,17
R1401J,catFR1,2,OFCTWO11-OFCTWO12,OFCTW11-OFCTW12,17
R1401J,catFR1,2,OFCTWO12-OFCTWO13,OFCTW12-OFCTW13,17
R1401J,catFR1,2,OFCTWO13-OFCTWO14,OFCTW13-OFCTW14,17
R1401J,catFR1,2,OFCTWO14-OFCTWO15,OFCTW14-OFCTW15,17
R1401J,catFR1,2,OFCTWO15-OFCTWO16,OFCTW15-OFCTW16,17
R1547D,RepFR1,0,LPAHCD10-LPAHCD11,LPAHC10-LPAHC11,17
R1547D,RepFR1,0,LPAHCD11-LPAHCD12,LPAHC11-LPAHC12,17
R1547D,RepFR1,0,LPAHCD12-LPAHCD13,LPAHC12-LPAHC13,17
R1547D,RepFR1,0,LPAHCD13-LPAHCD14,LPAHC13-LPAHC14,17
R1624E,RepFR1,1,B'micro1_B'micro2,B'micr1_B'micr2,17
R1624E,RepFR1,1,B'micro2_B'micro3,B'micr2_B'micr3,17
R1624E,RepFR1,1,B'micro3_B'micro4,B'micr3_B'micr4,17
R1624E,RepFR1,1,B'micro4_B'micro5,B'micr4_B'micr5,17
R1624E,RepFR1,1,B'micro5_B'micro6,B'micr5_B'micr6,17
R1624E,RepFR1,1,B'micro6_B'micro7,B'micr6_B'micr7,17
R1624E,RepFR1,1,B'micro7_B'Micro8,B'micr7_B'Micr8,17
R1624E,RepFR1,2,B'micro1_B'micro2,B'micr1_B'micr2,17
R1624E,RepFR1,2,B'micro2_B'micro3,B'micr2_B'micr3,17
R1624E,RepFR1,2,B'micro3_B'micro4,B'micr3_B'micr4,17
R1624E,RepFR1,2,B'micro4_B'micro5,B'micr4_B'micr5,17
R1624E,RepFR1,2,B'micro5_B'micro6,B'micr5_B'micr6,17
R1624E,RepFR1,2,B'micro6_B'micro7,B'micr6_B'micr7,17
R1624E,RepFR1,2,B'micro7_B'Micro8,B'micr7_B'Micr8,17
R1624E,RepFR1,3,B'micro1_B'micro2,B'micr1_B'micr2,17
R1624E,RepFR1,3,B'micro2_B'micro3,B'micr2_B'micr3,17
R1624E,RepFR1,3,B'micro3_B'micro4,B'micr3_B'micr4,17
R1624E,RepFR1,3,B'micro4_B'micro5,B'micr4_B'micr5,17
R1624E,RepFR1,3,B'micro5_B'micro6,B'micr5_B'micr6,17
R1624E,RepFR1,3,B'micro6_B'micro7,B'micr6_B'micr7,17
R1624E,RepFR1,3,B'micro7_B'Micro8,B'micr7_B'Micr8,17
R1624E,RepFR1,4,B'micro1_B'micro2,B'micr1_B'micr2,17
R1624E,RepFR1,4,B'micro2_B'micro3,B'micr2_B'micr3,17
R1624E,RepFR1,4,B'micro3_B'micro4,B'micr3_B'micr4,17
R1624E,RepFR1,4,B'micro4_B'micro5,B'micr4_B'micr5,17
R1624E,RepFR1,4,B'micro5_B'micro6,B'micr5_B'micr6,17
R1624E,RepFR1,4,B'micro6_B'micro7,B'micr6_B'micr7,17
R1624E,RepFR1,4,B'micro7_B'Micro8,B'micr7_B'Micr8,17
