subject,subject_alias,experiment,original_experiment,session,original_session,system_version
R1176M,R1176M,FR2,,1,1,1.0
R1176M,R1176M,FR2,,2,2,1.0
R1176M,R1176M,FR2,,3,3,1.0
R1176M,R1176M,PS2,PS,0,2,1.0
R1176M,R1176M,PS2,PS,1,3,1.0
R1176M,R1176M,PS2,PS,2,4,1.0
R1176M,R1176M,catFR1,,0,0,1.0
R1177M,R1177M,FR1,,0,0,1.0
R1177M,R1177M,FR1,,1,1,1.0
R1177M,R1177M,FR2,,0,0,1.0
R1177M,R1177M,FR2,,1,1,1.0
R1177M,R1177M,FR2,,2,2,1.0
R1177M,R1177M,FR2,,3,3,1.0
R1177M,R1177M,FR2,,4,4,1.0
R1177M,R1177M,FR2,,5,5,1.0
R1177M,R1177M,FR2,,6,6,1.0
R1177M,R1177M,PS2,PS,0,7,1.0
R1177M,R1177M,PS2,PS,1,8,1.0
R1177M,R1177M,PS2,PS,2,9,1.0
R1177M,R1177M,YC1,,0,0,1.0
R1180C,R1180C,PS2,PS,0,0,1.0
R1180C,R1180C,TH1,,0,1,1.0
R1180C,R1180C,TH1,,1,2,1.0
R1180C,R1180C,TH1,,2,4,1.0
R1180C,R1180C,catFR1,,0,0,1.0
R1180C,R1180C,catFR1,,1,1,1.0
R1180C,R1180C,catFR1,,2,2,1.0
R1180C,R1180C,catFR2,,0,0,1.0
R1182C,R1182C,TH1,,0,0,1.0
R1183T,R1183T,PS2.1,PS,0,0,2.0
R1184M,R1184M,FR1,,0,0,2.0
R1184M,R1184M,FR2,,0,0,1.0
R1184M,R1184M,FR2,,1,1,1.0
R1184M,R1184M,FR2,,2,2,1.0
R1184M,R1184M,FR2,,3,3,1.0
R1184M,R1184M,PS2.1,PS,0,0,2.0
R1184M,R1184M,PS2.1,PS,1,1,2.0
R1184M,R1184M,PS2.1,PS,2,2,2.0
R1184M,R1184M,PS2.1,PS,3,3,2.0
R1184M,R1184M,TH1,,0,0,2.0
R1184M,R1184M,catFR1,,0,0,2.0
R1185N,R1185N_1,FR1,,0,0,1.0
R1185N,R1185N,PAL1,,0,0,1.0
R1185N,R1185N,PAL1,,1,1,1.0
R1185N,R1185N_1,PAL1,,2,0,1.0
R1185N,R1185N_1,PAL2,,0,0,1.0
R1185N,R1185N,PS1,PS,0,1,1.0
R1185N,R1185N_1,PS2,PS,0,0,1.0
R1185N,R1185N,PS3,PS,0,2,1.0
R1186P,R1186P,FR1,,0,0,2.0
R1186P,R1186P,catFR1,,0,0,2.0
R1187P,R1187P,catFR1,,0,0,2.0
R1188C,R1188C,TH1,,0,0,1.0
R1188C,R1188C,catFR1,,0,0,1.0
R1189M,R1189M,FR1,,0,0,2.0
R1189M,R1189M,FR1,,1,1,2.0
R1189M,R1189M,FR1,,2,2,2.0
R1189M,R1189M,TH1,,0,1,2.0
R1189M,R1189M,catFR1,,0,0,2.0
R1190P,R1190P,TH1,,0,0,2.0
R1190P,R1190P,TH1,,1,1,2.0
R1190P,R1190P,TH1,,2,3,2.0
R1190P,R1190P,catFR1,,0,0,2.0
R1190P,R1190P,catFR1,,1,1,2.0
R1191J,R1191J,FR1,,0,0,2.0
R1191J,R1191J,FR1,,1,1,2.0
R1191J,R1191J,FR1,,2,2,2.0
R1191J,R1191J,TH1,,0,6,2.0
R1191J,R1191J_1,catFR1,,1,0,2.0
R1192C,R1192C,TH1,,0,1,1.0
R1192C,R1192C,TH1,,1,3,1.0
R1192C,R1192C,catFR1,,0,0,1.0
R1192C,R1192C,catFR1,,1,1,1.0
R1192C,R1192C,catFR1,,2,2,1.0
R1192C,R1192C,catFR2,,0,0,1.0
R1192C,R1192C,catFR2,,1,1,1.0
R1193T,R1193T,FR1,,0,0,2.0
R1193T,R1193T,FR1,,1,1,2.0
R1193T,R1193T,FR1,,2,3,2.0
R1194E,R1194E,TH1,,0,2,2.0
R1195E,R1195E,FR3,,1,1,2.0
R1195E,R1195E,FR3,,2,2,2.0
R1195E,R1195E,PS2.1,PS,0,0,2.0
R1195E,R1195E,PS2.1,PS,1,1,2.0
R1195E,R1195E,PS2.1,PS,10,10,2.0
R1195E,R1195E,PS2.1,PS,11,11,2.0
R1195E,R1195E,PS2.1,PS,12,12,2.0
R1195E,R1195E,PS2.1,PS,2,2,2.0
R1195E,R1195E,PS2.1,PS,3,3,2.0
R1195E,R1195E,PS2.1,PS,4,4,2.0
R1195E,R1195E,PS2.1,PS,5,5,2.0
R1195E,R1195E,PS2.1,PS,6,6,2.0
R1195E,R1195E,PS2.1,PS,7,7,2.0
R1195E,R1195E,PS2.1,PS,8,8,2.0
R1195E,R1195E,PS2.1,PS,9,9,2.0
R1195E,R1195E,TH1,,0,0,2.0
R1195E,R1195E,TH1,,1,1,2.0
R1195E,R1195E,TH1,,2,4,2.0
R1195E,R1195E,TH1,,3,5,2.0
R1195E,R1195E,TH1,,4,6,2.0
R1196N,R1196N,PAL1,,0,2,1.0
R1196N,R1196N,PAL1,,1,3,1.0
R1196N,R1196N,PAL1,,2,4,2.0
R1196N,R1196N,PAL1,,3,5,2.0
R1196N,R1196N,PAL3,,0,0,2.0
R1196N,R1196N,PS2.1,PS21,0,,2.0
R1196N,R1196N,PS2.1,PS21,1,,2.0
R1200T,R1200T,FR3,,0,0,2.0
R1200T,R1200T,PS2.1,PS,0,0,2.0
R1200T,R1200T,PS2.1,PS,1,1,2.0
R1201P,R1201P_1,PS2.1,PS21,0,0,2.0
R1201P,R1201P_1,PS2.1,PS21,1,1,2.0
R1201P,R1201P_1,PS2.1,PS21,2,2,2.0
R1202M,R1202M,FR1,,0,0,2.0
R1202M,R1202M,FR1,,1,1,2.0
R1202M,R1202M,FR3,,0,0,2.0
R1202M,R1202M,FR3,,1,1,2.0
R1202M,R1202M,PAL1,,0,0,2.0
R1202M,R1202M,PS2.1,PS,0,0,2.0
R1202M,R1202M,PS2.1,PS,1,1,2.0
R1202M,R1202M,PS2.1,PS,2,2,2.0
R1202M,R1202M,PS2.1,PS,3,3,2.0
R1202M,R1202M,PS2.1,PS,4,4,2.0
R1202M,R1202M,PS2.1,PS,5,5,2.0
R1202M,R1202M,PS2.1,PS,6,6,2.0
R1202M,R1202M,PS2.1,PS,7,7,2.0
R1202M,R1202M,PS2.1,PS,8,8,2.0
R1202M,R1202M,PS2.1,PS,9,9,2.0
R1202M,R1202M,TH1,,0,0,2.0
R1202M,R1202M,catFR1,,0,0,2.0
R1202M,R1202M,catFR1,,1,1,2.0
R1203T,R1203T,FR1,,0,0,2.0
R1203T,R1203T,PS2.1,PS,0,0,2.0
R1203T,R1203T,PS2.1,PS,1,1,2.0
R1203T,R1203T,PS2.1,PS,2,2,2.0
R1203T,R1203T,PS2.1,PS,3,3,2.0
R1203T,R1203T,PS2.1,PS,4,4,2.0
R1204T,R1204T,FR1,,0,0,2.0
R1204T,R1204T,FR1,,1,1,2.0
R1204T,R1204T,FR3,,0,0,2.0
R1204T,R1204T,PS2.1,PS,0,0,2.0
R1204T,R1204T,PS2.1,PS,1,1,2.0
R1204T,R1204T,PS2.1,PS,2,2,2.0
R1204T,R1204T,PS2.1,PS,3,3,2.0
R1204T,R1204T,PS2.1,PS,4,4,2.0
R1204T,R1204T,PS2.1,PS,5,5,2.0
R1204T,R1204T,PS2.1,PS,6,6,2.0
R1204T,R1204T,TH1,,0,0,2.0
R1204T,R1204T,TH1,,1,2,2.0
R1204T,R1204T,TH1,,2,3,2.0
R1204T,R1204T,catFR1,,0,0,2.0
R1207J,R1207J,FR1,,0,0,2.0
R1207J,R1207J,FR1,,1,1,2.0
R1207J,R1207J,TH1,,0,5,2.0
R1208C,R1208C,TH1,,0,0,2.0
R1208C,R1208C,TH1,,1,1,2.0
R1208C,R1208C,TH1,,2,2,2.0
R1208C,R1208C,TH1,,3,3,2.0
R1208C,R1208C,TH1,,4,4,2.0
R1208C,R1208C,TH3,,0,1,2.0
R1210E,R1210E,TH1,,0,0,2.0
R1212P,R1212P,PAL1,,0,0,1.0
R1212P,R1212P,PAL1,,1,1,1.0
R1212P,R1212P,PAL1,,2,2,1.0
R1212P,R1212P,PAL1,,3,3,1.0
R1212P,R1212P,TH1,,0,0,1.0
R1212P,R1212P,TH1,,2,3,1.0
R1212P,R1212P,TH1,,3,4,1.0
R1212P,R1212P,TH1,,4,,1.0
R1215M,R1215M,FR1,,0,0,2.0
R1215M,R1215M,FR1,,1,1,2.0
R1215M,R1215M,FR1,,2,2,2.0
R1215M,R1215M,PAL1,,0,0,2.0
R1215M,R1215M,TH1,,0,0,2.0
R1215M,R1215M,TH1,,1,3,2.0
R1215M,R1215M,TH1,,2,4,2.0
R1215M,R1215M,catFR1,,0,0,2.0
R1216E,R1216E_1,FR1,,0,0,2.0
R1216E,R1216E_1,FR1,,1,1,2.0
R1216E,R1216E_1,FR1,,2,10,2.0
R1216E,R1216E_1,PS2.1,PS,0,0,2.0
R1217T,R1217T,FR3,,0,0,2.0
R1217T,R1217T,PS2.1,PS,0,0,2.0
R1217T,R1217T,PS2.1,PS,1,1,2.0
R1217T,R1217T,PS2.1,PS,2,2,2.0
R1217T,R1217T,catFR1,,0,0,2.0
R1219C,R1219C,TH1,,0,0,2.0
R1219C,R1219C,TH1,,1,1,2.0
R1219C,R1219C,TH1,,2,,1.0
R1221P,R1221P,catFR1,CatFR1,0,,1.0
R1221P,R1221P,catFR1,CatFR1,1,,1.0
R1221P,R1221P,catFR1,CatFR1,2,,1.0
R1222M,R1222M,FR1,,0,0,2.0
R1222M,R1222M,FR1,,1,1,2.0
R1222M,R1222M,FR1,,2,2,2.0
R1222M,R1222M,PS2.1,PS,0,0,2.0
R1222M,R1222M,PS2.1,PS,1,1,2.0
R1222M,R1222M,PS2.1,PS,2,2,2.0
R1222M,R1222M,PS2.1,PS,3,3,2.0
R1222M,R1222M,TH1,,0,0,2.0
R1222M,R1222M,TH1,,1,2,2.0
R1222M,R1222M,catFR1,,0,0,2.0
R1223E,R1223E,FR1,,0,0,2.0
R1223E,R1223E,FR1,,1,1,2.0
R1223E,R1223E,FR1,,2,2,2.0
R1223E,R1223E,FR3,,0,1,2.0
R1223E,R1223E,FR3,,1,2,2.0
R1223E,R1223E,PAL1,,0,0,2.0
R1223E,R1223E,PS2.1,PS,0,0,2.0
R1223E,R1223E,PS2.1,PS,1,1,2.0
R1223E,R1223E,PS2.1,PS,2,3,2.0
R1226D,R1226D,catFR3,,0,0,2.0
R1227T,R1227T,TH1,,0,1,2.0
R1227T,R1227T,TH1,,1,2,2.0
R1227T,R1227T,catFR1,,0,0,2.0
R1228M,R1228M,PAL1,,0,0,2.0
R1228M,R1228M,catFR1,,0,0,2.0
R1229M,R1229M,catFR1,,0,1,2.0
R1230J,R1230J,FR1,,2,,2.0
R1230J,R1230J,FR1,,5,,2.0
R1230J,R1230J,FR3,,0,0,2.0
R1230J,R1230J,FR3,,1,,2.0
R1230J,R1230J,PAL1,,0,0,2.0
R1230J,R1230J,PAL1,,1,1,2.0
R1230J,R1230J,PS2.1,PS21,0,0,2.0
R1230J,R1230J,PS2.1,PS,1,1,2.0
R1230J,R1230J,PS2.1,PS,2,2,2.0
R1230J,R1230J,PS2.1,PS,3,3,2.0
R1230J,R1230J,PS2.1,PS,4,5,2.0
R1230J,R1230J,PS2.1,PS,5,7,2.0
R1230J,R1230J,PS2.1,PS,6,8,2.0
R1230J,R1230J,PS2.1,PS,7,9,2.0
R1230J,R1230J,PS2.1,PS,8,10,2.0
R1230J,R1230J,catFR1,,0,0,2.0
R1231M,R1231M,FR1,,0,,2.0
R1231M,R1231M,FR1,,1,,2.0
R1231M,R1231M,catFR1,CatFR1,0,,2.0
R1232N,R1232N,PAL1,,0,0,2.0
R1232N,R1232N,PAL1,,1,1,2.0
R1232N,R1232N,PAL1,,2,2,2.0
R1232N,R1232N,PAL3,,0,0,2.0
R1232N,R1232N,PS2.1,PS,0,0,2.0
R1232N,R1232N,PS2.1,PS,1,1,2.0
R1232N,R1232N,PS2.1,PS,2,2,2.0
R1233E,R1233E,TH1,,0,2,2.0
R1233E,R1233E,TH1,,1,3,2.0
R1233E,R1233E,TH1,,2,5,2.0
R1234D,R1234D,FR1,,0,0,2.0
R1234D,R1234D,FR1,,1,1,2.0
R1234D,R1234D,TH1,,0,0,2.0
R1234D,R1234D,TH1,,1,1,2.0
R1235E,R1235E,FR3,,0,0,2.0
R1236J,R1236J,FR3,,0,0,2.0
R1236J,R1236J,PS2.1,PS21,0,,2.0
R1236J,R1236J,PS2.1,PS21,1,,2.0
R1236J,R1236J,PS2.1,PS21,2,,2.0
R1236J,R1236J,PS2.1,PS21,3,,2.0
R1236J,R1236J,TH1,,0,2,2.0
R1236J,R1236J,TH1,,1,4,2.0
R1236J,R1236J,TH1,,2,5,2.0
R1236J,R1236J,catFR3,,0,0,2.0
R1237C,R1237C,PS2.1,PS,0,1,2.0
R1237C,R1237C,PS2.1,PS,1,2,2.0
R1237C,R1237C,PS2.1,PS,2,3,2.0
R1237C,R1237C,PS2.1,PS,3,4,2.0
R1237C,R1237C,TH1,,0,1,2.0
R1237C,R1237C,TH1,,1,3,2.0
R1237C,R1237C,TH1,,2,6,2.0
R1237C,R1237C,TH1,,3,7,2.0
R1237C,R1237C,TH3,,0,0,2.0
R1237C,R1237C,TH3,,1,1,2.0
R1237C,R1237C,TH3,,2,2,2.0
R1238N,R1238N,PAL1,,0,0,2.0
R1239E,R1239E,catFR1,,0,0,2.0
R1239E,R1239E,catFR1,,1,1,2.0
R1240T,R1240T,FR1,,0,0,2.0
R1240T,R1240T,FR1,,1,1,2.0
R1240T,R1240T,PS2.1,PS21,0,,2.0
R1240T,R1240T,PS2.1,PS21,1,,2.0
R1240T,R1240T,PS2.1,PS21,2,,2.0
R1240T,R1240T,TH1,,0,,2.0
R1240T,R1240T,catFR1,,0,0,2.0
R1241J,R1241J,FR1,,0,0,2.0
R1241J,R1241J,TH1,,1,,2.0
R1241J,R1241J,TH1,,2,,2.0
R1241J,R1241J,TH1,,3,,2.0
R1241J,R1241J,TH1,,4,,2.0
R1241J,R1241J,TH1,,5,,2.0
R1243T,R1243T,FR1,,0,0,2.0
R1243T,R1243T,FR1,,1,1,2.0
R1243T,R1243T,FR1,,2,2,2.0
R1243T,R1243T,FR1,,3,3,2.0
R1243T,R1243T,PS2.1,PS21,0,,2.0
R1243T,R1243T,PS2.1,PS21,1,,2.0
R1243T,R1243T,PS2.1,PS21,2,,2.0
R1243T,R1243T,PS2.1,PS21,3,,2.0
R1243T,R1243T,PS2.1,PS21,4,,2.0
R1243T,R1243T,TH1,,0,,2.0
R1243T,R1243T,TH1,,1,,2.0
R1243T,R1243T,catFR1,,0,0,2.0
R1243T,R1243T,catFR1,,1,1,2.0
R1243T,R1243T,catFR1,,2,2,2.0
R1243T,R1243T,catFR1,,3,3,2.0
R1243T,R1243T,catFR3,,0,0,2.0
R1243T,R1243T,catFR3,,1,1,2.0
R1244J,R1244J,TH1,,0,,2.0
R1244J,R1244J,TH1,,1,,2.0
R1245E,R1245E,catFR1,,0,,2.0
R1247P,R1247P,FR1,,0,0,2.0
R1247P,R1247P_1,PS2.1,PS21,0,0,2.0
R1247P,R1247P,catFR1,CatFR1,1,,2.0
R1247P,R1247P,catFR1,CatFR1,2,,2.0
R1247P,R1247P_1,catFR1,CatFR1,3,0,2.0
R1247P,R1247P_1,catFR1,CatFR1,4,1,2.0
R1247P,R1247P_1,catFR1,CatFR1,5,2,2.0
R1247P,R1247P_1,catFR3,,0,0,2.0
R1248P,R1248P,TH1,,0,,2.0
R1248P,R1248P_1,TH1,,1,0,2.0
R1250N,R1250N,FR1,,0,0,2.0
R1250N,R1250N,PAL1,,0,0,2.0
R1250N,R1250N,PAL1,,1,1,2.0
R1250N,R1250N,PAL1,,2,3,2.0
R1250N,R1250N,PAL1,,3,,2.0
R1250N,R1250N,PAL3,,0,,2.0
R1251M,R1251M,FR1,,0,0,2.0
R1251M,R1251M,PS2.1,PS21,0,,2.0
R1251M,R1251M,PS2.1,PS21,1,,2.0
R1251M,R1251M,PS2.1,PS21,2,,2.0
R1251M,R1251M,PS2.1,PS21,3,,2.0
R1251M,R1251M,TH1,,0,,2.0
R1251M,R1251M,TH1,,1,,2.0
R1251M,R1251M,TH1,,2,,2.0
R1251M,R1251M,catFR1,,0,0,2.0
R1258T,R1258T,TH1,,0,,2.0
R1258T,R1258T,TH1,,1,,2.0
R1258T,R1258T,TH1,,2,,2.0
R1260D,R1260D,FR1,,0,0,2.0
R1260D,R1260D,PS2.1,PS21,0,,2.0
R1260D,R1260D,PS2.1,PS21,1,,2.0
R1260D,R1260D,PS2.1,PS21,2,,2.0
R1260D,R1260D,PS2.1,PS21,3,,2.0
R1260D,R1260D,PS2.1,PS21,4,,2.0
R1260D,R1260D,PS2.1,PS21,5,,2.0
R1260D,R1260D,PS2.1,PS21,6,,2.0
R1260D,R1260D,PS2.1,PS21,7,,2.0
R1260D,R1260D,PS2.1,PS21,8,,2.0
R1260D,R1260D,PS2.1,PS21,9,,2.0
R1260D,R1260D,catFR1,,0,0,2.0
R1260D,R1260D,catFR1,,1,1,2.0
R1261P,R1261P,catFR1,,1,,2.0
R1264P,R1264P,FR1,,0,0,2.0
R1264P,R1264P,catFR1,,0,0,2.0
R1264P,R1264P,catFR1,,1,1,2.0
R1264P,R1264P,catFR3,,0,0,2.0
R1266J,R1266J,catFR1,,1,,2.0
R1266J,R1266J,catFR1,,2,,2.0
R1266J,R1266J,catFR1,,3,,2.0
R1266J,R1266J,catFR1,,5,,2.0
R1267J,R1267J,TH1,,0,,2.0
R1267J,R1267J,TH1,,2,,2.0
R1267J,R1267J,TH1,,4,,2.0
R1268T,R1268T,FR1,,0,,2.0
R1270J,R1270J,TH1,,0,,2.0
R1270J,R1270J,TH1,,2,,2.0
R1271P,R1271P,catFR1,,0,,2.0
R1271P,R1271P,catFR1,,1,,2.0
R1271P,R1271P,catFR1,,4,,2.0
R1273D,R1273D,catFR1,,0,1,2.0
R1273D,R1273D,catFR1,,1,2,2.0
R1273D,R1273D,catFR1,,2,3,2.0
R1274T,R1274T,PS2.1,PS21,0,,2.0
R1274T,R1274T,catFR1,,0,0,2.0
R1274T,R1274T,catFR1,,1,1,2.0
R1274T,R1274T,catFR1,,2,2,2.0
R1274T,R1274T,catFR3,,0,0,2.0
R1276D,R1276D,PAL1,,0,,2.0
R1276D,R1276D,PAL1,,1,,2.0
R1276D,R1276D,PS2.1,PS21,0,,2.0
R1276D,R1276D,PS2.1,PS21,1,,2.0
R1276D,R1276D,PS2.1,PS21,2,,2.0
R1276D,R1276D,PS2.1,PS21,3,,2.0
R1276D,R1276D,PS2.1,PS21,4,,2.0
R1276D,R1276D,PS2.1,PS21,5,,2.0
R1276D,R1276D,TH1,,0,,2.0
R1276D,R1276D,TH1,,1,,2.0
R1276D,R1276D,TH1,,3,,2.0
R1276D,R1276D,TH3,,0,,2.0
R1276D,R1276D,TH3,,1,,2.0
R1276D,R1276D,TH3,,2,,2.0
R1276D,R1276D,TH3,,3,,2.0
R1276D,R1276D,TH3,,5,,2.0
R1277J,R1277J_1,FR1,,0,0,2.0
R1277J,R1277J_1,catFR1,,0,0,2.0
R1277J,R1277J_1,catFR1,,1,1,2.0
R1277J,R1277J_1,catFR3,,0,0,2.0
R1278E,R1278E_2,PAL1,,0,0,2.0
R1278E,R1278E_2,PAL1,,1,1,2.0
R1278E,R1278E_2,PAL1,,2,2,2.0
R1278E,R1278E_2,PAL1,,3,3,2.0
R1278E,R1278E_2,PAL1,,4,4,2.0
R1278E,R1278E_2,PAL3,,0,0,2.0
R1278E,R1278E_2,PAL3,,1,1,2.0
R1278E,R1278E_2,PAL3,,2,2,2.0
R1278E,R1278E_2,PAL3,,3,3,2.0
R1278E,R1278E,TH1,,0,,2.0
R1278E,R1278E,TH1,,1,,2.0
R1278E,R1278E,TH1,,2,,2.0
R1278E,R1278E,TH1,,3,,2.0
R1278E,R1278E,TH1,,4,,2.0
R1278E,R1278E,TH1,,5,,2.0
R1278E,R1278E_1,catFR1,,0,0,2.0
R1278E,R1278E_1,catFR1,,10,10,2.0
R1279P,R1279P_1,catFR1,,0,0,2.0
R1279P,R1279P_1,catFR1,,1,1,2.0
R1283T,R1283T,FR1,,0,,2.0
R1283T,R1283T,FR1,,1,,2.0
R1283T,R1283T,PAL1,,0,,2.0
R1283T,R1283T,PAL1,,1,,2.0
R1283T,R1283T,PAL1,,4,,2.0
R1283T,R1283T,PAL3,,0,,2.0
R1284N,R1284N,PAL1,,0,,2.0
R1284N,R1284N,PAL1,,1,,2.0
R1284N,R1284N,PAL1,,2,,2.0
R1284N,R1284N,PAL3,,2,,1.0
R1284N,R1284N,PS2.1,PS21,0,,1.0
R1285C,R1285C,TH1,,0,,1.0
R1285C,R1285C,TH1,,1,,1.0
R1285C,R1285C,TH1,,2,,1.0
R1285C,R1285C,TH1,,5,,1.0
R1286J,R1286J,FR1,,0,,3.0
R1286J,R1286J,PS2,PS,1,1,3.0
R1286J,R1286J,PS2,PS,2,2,3.0
R1286J,R1286J,PS2,PS,3,3,3.0
R1286J,R1286J,catFR1,,0,,3.0
R1286J,R1286J,catFR1,,1,,3.0
R1286J,R1286J,catFR1,,2,,3.0
R1286J,R1286J,catFR3,,0,,3.0
R1286J,R1286J,catFR3,,1,,3.0
R1288P,R1288P,FR1,,0,,3.0
R1288P,R1288P,catFR1,,0,,3.0
R1289C,R1289C,TH1,,3,,1.0
R1289C,R1289C,TH1,,4,,1.0
R1289C,R1289C,TH1,,5,,1.0
R1289C,R1289C,TH3,,3,,2.0
